,Topic,Count,Name,Representation,Representative_Docs
85,84,25,84_سلاجقهرئیس_حفاظت_محیط_زیستب,"['سلاجقهرئیس', 'حفاظت', 'محیط', 'زیستب', 'اسلامیجناب', 'قالیبافرئیس', 'سلاجقهریاست', 'زیستبا', 'سازمان', 'زیستسرکار']","['جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستب', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستب', 'جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200c']"
86,85,25,85_سنجش_آزمون_کنکور_داوطلبان,"['سنجش', 'آزمون', 'کنکور', 'داوطلبان', 'سراسری', 'خداییریاست', 'پورعباس', 'شدگان', 'وکالت', 'خواستار']","['رئیس محترم سازمان سنجش با عرض سلام و خسته نباشید از آنجایی که تعدادی از داوطلبان آزمون استخدامی آموز', 'جناب آقای دکتر خداییریاست محترم سازمان سنجش با سلامما جمعی از داوطلبان کنکور سراسری ۱۴۰۰ خواستار تغی', 'جناب آقای پورعباس رئیس محترم سازمان سنجش کشور ما جمعی از داوطلبان آزمون سراسری ارشد و دکترای وزارت ع']"
87,86,25,86_تجارتجناب_فاطمی_معدن_صنعت,"['تجارتجناب', 'فاطمی', 'معدن', 'صنعت', 'امینوزیر', 'تجارت', 'امین', 'سلاجقهرئیس', 'حفاظت', 'سیدرضا']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای فاطمی امینوزیر محترم صنعت، معدن و تجارتجناب آ', 'جناب آقای دکتر فاطمی امینوزیر محترم صنعت، معدن و تجارتجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت\u200c ', 'جناب آقای دکتر فاطمی امینوزیر محترم صنعت، معدن و تجارتجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت م']"
88,87,24,87_فضلیوزیر_رحمانی_وحیدی_رساند,"['فضلیوزیر', 'رحمانی', 'وحیدی', 'رساند', 'نیرو', 'استحضار', 'محرابیان', 'احمد', 'کشور', 'می']","['جناب آقای عبدالرضا رحمانی فضلیوزیر محترم کشور با سلام و احترامبه استحضار می\u200cرساند طولانی شدن مراحل ه', 'جناب آقای رحمانی فضلیوزیر محترم کشور با سلام احتراماً به استحضار می\u200cرساند، متأسفانه تمام مدیران و من', 'باسمه تعالی جناب آقای دکتر رحمانی فضلیوزیر محترم کشور با سلام و دروداحتراماً به استحضار می\u200cرساند با ']"
89,88,23,88_اسماعیلیوزیر_ارشاد_فرهنگ_اسلامیجناب,"['اسماعیلیوزیر', 'ارشاد', 'فرهنگ', 'اسلامیجناب', 'قضاییهجناب', 'عبدالعلی', 'صالحیوزیر', 'محمدمهدی', 'عباس', 'دژکامنماینده']","['جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای اسماعیلیوزیر محترم فرهنگ و ارشاد اسلامی با سل', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر اسماعیلیوزیر محترم وزارت فرهنگ و ارشاد ا', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای اسماعیلیوزیر محترم وزارت فرهنگ و ارشاد اسلامی']"
90,89,23,89_زنان_خزعلیمعاون_خانم_امور,"['زنان', 'خزعلیمعاون', 'خانم', 'امور', 'سرکار', 'اسلامیسرکار', 'خانواده', 'خانوادهسرکار', 'انسیه', 'جمهور']","['جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم خزعلیمعاون محترم رئیس\u200cجمهور در امور زنان و خ', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم خزعلیمعاون محترم رئیس\u200cجمهور در امور زنان و خ', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم خزعلیمعاون محترم رئیس\u200cجمهور در امور زنان و خ']"
91,90,23,90_سرکار_سمیه_رفیعیریاست_فراکسیون,"['سرکار', 'سمیه', 'رفیعیریاست', 'فراکسیون', 'خانم', 'زیست', 'محیط', 'زنان', 'رفیعیرئیس', 'فاطمه']","['سرکار خانم سمیه رفیعیریاست محترم فراکسیون محیط زیست مجلس شورای اسلامی با سلام و احترامبا توجه وضعیت ', 'سرکار خانم سمیه رفیعیریاست محترم فراکسیون محیط زیست شورای اسلامی با سلاماحتراماً به استحضار می\u200cرساند', 'سرکار خانم سمیه رفیعیریاست محترم فراکسیون محیط زیست مجلس شورای اسلامی با سلامبا توجه به درخواست\u200cهای ']"
92,91,23,91_وحیدیوزیر_ایرانجناب_رئیسیرئیس_محرابیانوزیر,"['وحیدیوزیر', 'ایرانجناب', 'رئیسیرئیس', 'محرابیانوزیر', 'نیروبا', 'کشوربا', 'جمهوری', 'جمع', 'کشورجناب', 'اقای']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای وحیدیوزیر محترم کشورجناب آقای قاسمیوزیر محترم', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای وحیدیوزیر محترم کشوربا سلاماحتراماً به اطلاع ', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای وحیدیوزیر محترم کشوربا سلامما امضاکنندگان این']"
93,92,23,92_موسویمدیرعامل_اجتماعیبا_سل_تأمین,"['موسویمدیرعامل', 'اجتماعیبا', 'سل', 'تأمین', 'اسلامیجناب', 'قالیبافرئیس', 'سازمان', 'سلامهما', 'میرهاشم', 'مجلس']","['جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل']"
94,93,22,93_امضاکنندگان_کارزار_ایرانبا_این,"['امضاکنندگان', 'کارزار', 'ایرانبا', 'این', 'رئیسیرئیس', 'سلامما', 'داریم', 'سلامدرخواست', 'دستور', 'جمهوری']","['جناب آقای رئیسی ریاست محترم جمهوری اسلامی ایران با سلامما امضاکنندگان این کارزار، خواهشمندیم از انتق', 'جناب حجت\u200cالاسلام\u200cوالمسلمین رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلامما امضاکنندگان کارزار حاضر، از ', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلامما امضاکنندگان این کارزار، درخواست داریم دستور ف']"
95,94,22,94_زنگنهوزیر_بیژن_محمدباقر_قالیبافریاست,"['زنگنهوزیر', 'بیژن', 'محمدباقر', 'قالیبافریاست', 'اسلامیجناب', 'نفت', 'خاوازیوزیر', 'جهاد', 'حسینیوزیر', 'رزم']","['جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامی جناب آقای بیژن زنگنهوزیر محترم نفت با سلامجذ', 'جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای بیژن زنگنهوزیر محترم نفت با سلاممتأ', 'جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای بیژن زنگنهوزیر محترم نفت با سلامعلی']"
96,95,22,95_انتخابات_گوشه_در_خدای,"['انتخابات', 'گوشه', 'در', 'خدای', 'بندم', 'این', 'جلیلی', 'نفر', 'حامیان', 'جان']","['من، جلال صفیاری به همراه امضاکنندگان این کارزار از دکتر سعید جلیلی در انتخابات ریاست جمهوری حمایت می', 'حمایت جمعی از ملت عزیز ایران و امضاکنندگان این کارزار از دکتر مسعود پزشکیان در انتخابات ریاست جمهوری', 'من، محمدجواد ظریف به همراه امضاکنندگان این کارزار از دکتر مسعود پزشکیان در انتخابات ریاست جمهوری حما']"
97,96,22,96_پرورش_تحقیقات_آموزش_علوم,"['پرورش', 'تحقیقات', 'آموزش', 'علوم', 'سنجش', 'وزیر', 'فناوریوزیر', 'اداری', 'فناوری', 'پرورشریاست']","['وزیر محترم علوم تحقیقات و فناوری رئیس محترم صندوق رفاه دانشجویان وزارت علوم وزیر محترم آموزش و پرورش', 'بسم\u200cالله الرحمن الرحیم وزیر محترم آموزش و پرورش وزیر محترم علوم، تحقیقات و فناوری وزیر محترم بهداشت،', 'ریاست محترم سازمان سنجش آموزش کشور وزیر محترم آموزش و پرورش وزیر محترم علوم، تحقیقات و فناوری با سلا']"
98,97,22,97_بلوچ_اطلاعاتجناب_آذری_سیستان,"['بلوچ', 'اطلاعاتجناب', 'آذری', 'سیستان', 'موهبتیاستاندار', 'جهرمیوزیر', 'ارتباطات', 'فناوری', 'جهرمیوزیرمحترم', 'موهبتیاستاندارمحترم']","['جناب آقای آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای موهبتیاستاندار محترم سیستان و بلوچ', 'جناب آقای آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای موهبتیاستاندار محترم سیستان و بلوچ', 'جناب آقای آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای موهبتیاستاندار محترم سیستان و بلوچ']"
99,98,21,98_قالیبافریاست_محمدباقر_احترامتعویض_لیزینگ,"['قالیبافریاست', 'محمدباقر', 'احترامتعویض', 'لیزینگ', 'در', 'هنگام', 'پلاک', 'هر', 'مجلس', 'شورای']","['جناب آقای قالیبافریاست محترم مجلس شورای اسلامی با سلام و احترامتعویض پلاک خودرو در هنگام تغییر مالکی', 'جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامی با سلام و احترامتعویض پلاک خودرو در هنگام تغ', 'جناب آقای دکتر محمدباقر قالیبافریاست محترم مجلس شورای اسلامی با سلاماحتراماً به استحضار می\u200cرساند در ']"
100,99,21,99_بورس_بهادار_اوراق_دهقان,"['بورس', 'بهادار', 'اوراق', 'دهقان', 'دهنویریاست', 'سهامداران', 'دهنوی', 'هپکو', 'اصلرئیس', 'سازمان']","['جناب آقای دهقان دهنویریاست محترم سازمان بورس و اوراق بهادار با سلام و احترامما، سهامداران شرکت شهد ا', 'جناب آقای محمدعلی دهقان دهنویریاست محترم سازمان بورس و اوراق بهادار با سلام و احترامبه استحضار می\u200cرس', 'جناب آقای دکتر دهقان دهنویریاست محترم سازمان بورس اوراق بهادار با سلام و احترامهمانگونه که مستحضرید ']"
101,100,21,100_قضائیهجناب_قوه_الاسلام_رئیسیریاست,"['قضائیهجناب', 'قوه', 'الاسلام', 'رئیسیریاست', 'حجت', 'والمسلمین', 'المسلمین', 'مقننه', 'سازما', 'منتظریدادستان']","['حجت الاسلام و المسلمین جناب آقای رئیسیریاست محترم قوه قضائیهجناب آقای دکتر قالیبافریاست محترم مجلس ش', 'حجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائیهجناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامی', 'حجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائیهجناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامی']"
102,101,21,101_انصاریمعاون_کشورجناب_اداری_انصاریریاست,"['انصاریمعاون', 'کشورجناب', 'اداری', 'انصاریریاست', 'استخدامی', 'استخدامیجناب', 'جمشید', 'خداییریاست', 'سازمان', 'نوبختریاست']","['جناب آقای انصاریمعاون محترم رئیس جمهور و رئیس سازمان اداری و استخدامی کشورجناب حجت الاسلام والمسلمین', 'جناب آقای انصاریمعاون رئیس جمهور و رئیس سازمان اداری و استخدامی کشورجناب آقای حجت الاسلام والمسلمین ', 'جناب آقای انصاریمعاون محترم رئیس جمهور و رئیس سازمان اداری و استخدامی کشورجناب آقای دکتر خداییریاست ']"
103,102,21,102_لایحه_هفتم_بودجه_نمایندگان,"['لایحه', 'هفتم', 'بودجه', 'نمایندگان', 'در', 'جلسه', 'تلفیق', 'دولت', '۱۴۰۳', 'سال']","['رئیس محترم سازمان نظام وظیفه سلام؛ با توجه به گفته سخنگوی کمیسیون تلفیق لایحه بودجه ۱۴۰۳ در تاریخ ۱۴', 'نمایندگان محترم مجلس شورای اسلامی سلام در لایحه برنامه هفتم توسعه در فصل چهارم (صندوق های بازنشستگی)', 'جناب آقای قالیباف و نمایندگان شریف مجلس سیزدهم با سلام همانطور که می\u200cدانید دولت در لایحه بودجه سال ۱']"
104,103,21,103_جوانانجناب_ورزش_سجادیوزیر_فدراسیون,"['جوانانجناب', 'ورزش', 'سجادیوزیر', 'فدراسیون', 'فروزیر', 'سلطانی', 'ماجدیسرپرست', 'هاشمیوزیر', 'حمید', 'جوانان']","['جناب آقای سجادیوزیر محترم ورزش و جوانانجناب آقای فروردینریاست محترم فراکسیون ورزش مجلس شورای اسلامیب', 'جناب آقای سجادیوزیر محترم ورزش و جوانانجناب آقای ماجدیسرپرست محترم فدراسیون فوتبالاعضای محترم هیئت م', 'جناب آقای سجادیوزیر محترم ورزش و جوانانجناب آقای ماجدیسرپرست محترم فدراسیون فوتبال با عرض ادب و احتر']"
105,104,21,104_رئيس_رئیس_نگهبان_جمهور,"['رئيس', 'رئیس', 'نگهبان', 'جمهور', 'قضائیه', 'قوه', 'دبیر', 'اعضای', 'شورای', 'نمایندگان']","['ریاست محترم مجلس شورای اسلامی ریاست محترم جمهور اعضای محترم شورای نگهبان با سلام و احترام و درود بر ', 'رئیس محترم جمهور رئيس و نمایندگان محترم مجلس شورای اسلامی دبیر محترم شورای نگهبان سلام؛ متاسفانه دول', 'رئيس محترم جمهور رئیس و نمایندگان محترم مجلس شورای اسلامی دبیر محترم شورای نگهبان سلام؛ همان\u200cطور که ']"
106,105,20,105_طاعات_قبولی_عبادات_آرزوی,"['طاعات', 'قبولی', 'عبادات', 'آرزوی', 'تبریک', 'نو', 'طول', 'عباد', 'عمر', 'رهبر']","['رهبر معظم انقلاب با سلام و آرزوی قبولی طاعات و عبادات شما و تبریک به مناسبت سال ۱۴۰۳ احتراماً کارکنا', 'به نام خدا جناب آقای دکتر وحیدی وزیر محترم کشور با عرض سلام و ادب و قبولی طاعات و عبادات و تبریک سال', 'رهبر معظم انقلاب با سلام و آرزوی قبولی طاعات و عبادات شما و تبریک به مناسبت سال ۱۴۰۳ احتراما کارکنان']"
107,106,20,106_اسلامیسرکار_خانم_فراکسیون_قاسم,"['اسلامیسرکار', 'خانم', 'فراکسیون', 'قاسم', 'پوررئیس', 'رفیعیرئیس', 'رفیعیریاست', 'زیست', 'محیط', 'حقوقی']","['جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم رفیعیرئیس محترم فراکسیون محیط زیست مجلس', 'جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم رفیعیرئیس محترم فراکسیون محیط\u200cزیست مجلس', 'جناب آقای محمدباقر قالیبافرئیس محترم مجلس شورای اسلامیسرکار خانم رفیعیریاست محترم فراکسیون محیط زیست']"
108,107,20,107_احتراما_استان_تنگستان_ابفای,"['احتراما', 'استان', 'تنگستان', 'ابفای', 'رساند', 'استحضار', 'فارس', 'می', 'بسمه', 'مدیرکل']","['ریاست محترم ابفای استان خراسان رضوی ریاست محترم ابفای شهرستان گناباد با سلام، احتراما به اطلاع می\u200cرس', 'بسمه تعالی استاندار محترم استان پهناور فارس با سلام و صلوات احتراما به استحضار می\u200cرساند با توجه به د', 'بسمه تعالی فرماندار محترم شهرستان تنگستان؛ ضمن آرزوی توفیق روز افزون، به استحضار می\u200cرساند با توجه به']"
109,108,20,108_الرحیم_بسم_ابراهیم_رئیسیریاست,"['الرحیم', 'بسم', 'ابراهیم', 'رئیسیریاست', 'الاسلام', 'الرحمن', 'الله', 'والمسلمین', 'سید', 'حجت']","['بسم الله الرحمن الرحیم جناب آقای سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایران جناب آقای محمدباقر', 'بسم الله الرحمن الرحیم ریاست محترم جمهوری اسلامی ایران حجت الاسلام والمسلمین جناب آقای سید ابراهیم ر', 'بسم الله الرحمن الرحیم جناب حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایران ب']"
110,109,20,109_امینیشهردار_درختان_سلامقطع_شیراز,"['امینیشهردار', 'درختان', 'سلامقطع', 'شیراز', 'دنا', 'در', 'معرض', 'اهواز', 'سبز', 'جانبازان']","['شهردار محترم شیراز دادستان محترم شیراز سلام؛ درختان سرو پنجاه ساله\u200cی شیراز در معرض قتل عام گسترده قر', 'جناب آقای امیری دادستان محترم شهر گناباد با سلامقطع درختان سبز در منطقه ییلاقی براکوه بخش کاخک و خصو', 'جناب آقای غریب\u200cپور دادستان محترم شهرستان دنا با سلامقطع درختان سبز بلوط در منطقه حفاظت\u200cشده دنا، به\u200cخ']"
111,110,19,110_پرورشجناب_علیرضا_سفیدانریاست_منادی,"['پرورشجناب', 'علیرضا', 'سفیدانریاست', 'منادی', 'محسن', 'میرزاییوزیر', 'حاجی', 'کمیسیون', 'سفی', 'آموزش']","['جناب آقای محسن حاجی\u200cمیرزاییوزیر محترم آموزش و پرورشجناب آقای علیرضا منادی سفیدانریاست محترم کمیسیون ', 'جناب آقای محسن حاجی\u200cمیرزاییوزیر محترم آموزش و پرورشجناب آقای علیرضا منادی سفیدانریاست محترم کمیسیون ', 'جناب آقای محسن حاجی\u200cمیرزاییوزیر محترم آموزش و پرورشجناب آقای علیرضا منادی سفیدانریاست محترم کمیسیون ']"
112,111,19,111_شهرسازی_راه_سلاممنطقه_دارد,"['شهرسازی', 'راه', 'سلاممنطقه', 'دارد', 'قرار', 'شهرستان', 'کیلومتری', 'میدان', 'بزرگترین', 'جمعیت']","['رئیس محترم جمهور وزیر محترم نیرو سلام؛ روستای دویست خانواری کمندان در بالادست سد قرار دارد؛ ما حدود ', 'وزیر محترم راه و شهرسازی جاده بخش پشتکوه موگویی در چهار محال و بختیاری وضعیت بسیار بدی دارد و با وجو', 'وزیر محترم راه و شهرسازی با سلامشهرستان کمیجان\u200c با جمعیت ۳۶۵۰۰ نفر و قرار گرفتن در مسیر شریانی استان']"
113,112,19,112_بودجه_برنامه_نوبختمعاون_نوبخت,"['بودجه', 'برنامه', 'نوبختمعاون', 'نوبخت', 'میرکاظمیریاست', 'نوبختریاست', 'سازمان', 'کشور', 'احترامبرنامه', 'نوبختمدیریت']","['به نام خدا جناب آقای دکتر نوبختمعاون محترم رئیس جمهور و رئیس سازمان برنامه و بودجه با سلام و احترامب', 'بسم الله الرحمن الرحیم جناب آقای دکتر نوبختمعاون محترم ریاست جمهور و رئیس سازمان برنامه و بودجه کشور', 'به نام خدا جناب آقای دکتر نوبختمعاون محترم رئیس جمهور و رئیس سازمان برنامه و بودجه کشورجناب آقای دکت']"
114,113,19,113_شماره_مورخ_نامه_عطف,"['شماره', 'مورخ', 'نامه', 'عطف', 'وزیران', 'احترامپیرو', 'پیرو', '۱۴۰۰', '۰۲', '۱۰۰۰']","['جناب آقای هامونیمدیرعامل محترم شرکت فرابورس ایران با سلاماحتراماً پیرو نامه شماره ۱۱۰/۱۳۹۹/۲۵۲ مورخ ', 'به نام خدا موضوع: اجرای بند الف تصویب\u200cنامه هیئت محترم وزیران به شماره (۲۰۴۴۴۲ ت ۴۶۷۰۸ ک) مورخ ۱۳۹۱/۱', 'جناب آقای وحیدیوزیر محترم کشور با سلام و احترامپیرو مصوبه هیئت وزیران مورخ ۱۴۰۰/۰۲/۱۵ به شماره ۱۶۱۸۳']"
115,114,19,114_کنندگان_کارزار_امضا_اینجانبان,"['کنندگان', 'کارزار', 'امضا', 'اینجانبان', 'این', 'امضاء', 'استیضاح', 'امضاکنندگان', 'برکت', 'داریم']","['رئيس محترم قوه قضائیه با سلام و خدا قوت؛ اینجانبان امضاء\u200cکنندگان این کارزار خواستار رسیدگی به موضوع ', 'رئیس و نمایندگان محترم مجلس شورای اسلامی با سلام اینجانبان امضا کنندگان این کارزار، استیضاح وزیر آمو', 'ریاست محترم سازمان بازرسی کل کشور با سلام و تقدیم احترام اینجانبان امضا کنندگان این کارزار نسبت به ع']"
116,115,19,115_اژه_محسنی_قضائیه_قوه,"['اژه', 'محسنی', 'قضائیه', 'قوه', 'ایریاست', 'مالباختگان', 'مالباخته', 'ای', 'قضاییهبا', 'آزاری']","['جناب آقای محسنی\u200cاژه\u200cایریاست محترم قوه قضاییهبا سلامخواهان پیگیری درخواست چندهزارنفر از مالباختگان کل', 'جناب حجت\u200cالاسلام محسنی اژه\u200cایریاست محترم قوه قضائیه با سلام و احترام ما امضاکنندگان این کارزار معتقد', 'جناب آقای محسنی اژه\u200cایریاست محترم قوه قضائیه با سلام و عرض احترامبدینوسیله ما امضاکنندگان، با توجه ب']"
117,116,18,116_بسم_الرحیم_الرحمن_مسعود,"['بسم', 'الرحیم', 'الرحمن', 'مسعود', 'الله', 'پزشکیان', 'پزشکیانریاست', 'ایران', 'الشهدا', 'الصدیقین']","['بسم الله الرحمن الرحیم جناب آقای دکتر مسعود پزشکیان رئیس جمهور محترم کشور ایران و ریاست محترم شورای ', 'بسم الله الرحمن الرحیم جناب آقای دکتر مسعود پزشکیان ریاست محترم جمهوری اسلامی ایران با سلام و احترام', 'بسم الله الرحمن الرحیم ریاست محترم جمهوری اسلامی ایران جناب آقای دکتر مسعود پزشکیان با سلام و احترام']"
118,117,18,117_ابراهیم_قالی_سید_والمسلمین,"['ابراهیم', 'قالی', 'سید', 'والمسلمین', 'حجت', 'الاسلام', 'رئیسیریاست', 'محمدباقر', 'ایران', 'رئیسی']","['جناب حجت الاسلام والمسلمین سید ابراهیم رئیسی؛ریاست محترم جمهوری اسلامی ایران جناب آقای محمدباقر قالی', 'جناب حجت الاسلام والمسلمین سید ابراهیم رئیسی ریاست محترم جمهوری اسلامی ایران جناب آقای محمدباقر قالی', 'جناب حجت\u200cالاسلام\u200cوالمسلمین سید ابراهیم رئیسی ریاست محترم جمهوری اسلامی ایران جناب آقای دکتر محمدباقر']"
119,118,18,118_قالیبافرئی_ایرانحجت_قضائی_رئیسیریاست,"['قالیبافرئی', 'ایرانحجت', 'قضائی', 'رئیسیریاست', 'باقر', 'والمسلمین', 'ابراهیم', 'الاسلام', 'سید', 'روحانیریاست']","['جناب آقای دکتر روحانیریاست محترم جمهوری اسلامی ایرانحجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائی', 'جناب آقای دکتر روحانیریاست محترم جمهوری اسلامی ایرانحجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائی', 'جناب آقای دکتر روحانیریاست محترم جمهوری اسلامی ایرانحجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائی']"
120,119,18,119_نفت_نفتبا_مشاور_ایرانسل,"['نفت', 'نفتبا', 'مشاور', 'ایرانسل', 'اوجیوزیر', 'شاغل', '۱۹', 'عصر', 'در', 'توزیع']","['جناب آقای اوجی وزیر محترم نفتبا سلاماینجانبان، جمعی از نیروهای مشاور شاغل در شرکت گاز کرمانشاه، با س', 'وزیر محترم نفتبا سلامبا توجه به عدم تعیین تکلیف نیروهای مشاور در قراردادهای صنعت نفت، خواستار تعیین ', 'جناب آقای اوجیوزیر محترم نفتبا سلامپس از اجرای طرح طبقه\u200cبندی مشاغل در وزارت نفت و به خصوص شرکت نفت ف']"
121,120,18,120_اسلامیحجت_محمدباقر_قالیبافریاست_رئیسیر,"['اسلامیحجت', 'محمدباقر', 'قالیبافریاست', 'رئیسیر', 'والمسلمین', 'الاسلام', 'سید', 'ابراهیم', 'باسمه', 'دمهدی']","['جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیحجت الاسلام والمسلمین سید ابراهیم رئیسیریاست ', 'باسمه تعالی جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیحجت الاسلام والمسلمین سید ابراهیم', 'باسمه تعالی جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیحجت الاسلام والمسلمین سید ابراهیم']"
122,121,18,121_فارس_شیراز_خوانسار_فرماندار,"['فارس', 'شیراز', 'خوانسار', 'فرماندار', 'قم', 'استاندار', 'اصفهان', 'شهردار', 'گراش', 'مترو']","['بنام خالق دانا و بینا استاندار محترم فارس فرماندار محترم شیراز شهردار محترم شیراز سلام؛ احتراما، ما ', '«بسمه تعالی» استاندار محترم استان فارس شهردار و شورای محترم شهر شیراز ریاست محترم سازمان ثبت اسناد و', 'استاندار محترم استان فارس اعضای محترم شورای شهر شیراز شهردار محترم شهر شیراز با سلام؛ متأسفانه به مد']"
123,122,17,122_دادستان_دادگستری_استان_آمل,"['دادستان', 'دادگستری', 'استان', 'آمل', 'اصفهان', 'استاندار', 'لرستان', 'هرمزگان', 'مریوان', 'فرما']","['ریاست محترم دادگستری استان کردستان ریاست محترم دادگستری شهرستان مریوان دادستان محترم شهرستان مریوان ', 'بسمه تعالی ریاست محترم دادگستری استان لرستان دادستان محترم خرم آباد استاندار محترم استان لرستان فرما', 'بسمه تعالی ریاست محترم دادگستری استان کردستان دادستان محترم مریوان استاندار محترم استان کردستان فرما']"
124,123,17,123_شهرسازیجناب_راه_مهندس_اسلامیوزیر,"['شهرسازیجناب', 'راه', 'مهندس', 'اسلامیوزیر', 'بذرپاشوزیر', 'محمد', 'قادریمدیر', 'قاسمیوزیر', 'سرهنگ', 'مه']","['جناب آقای محمد اسلامیوزیر محترم راه و شهرسازیجناب آقای سید علیرضا میرجعفریریاست محترم سازمان نظام مه', 'جناب آقای مهندس رستم قاسمیوزیر محترم راه و شهرسازیجناب آقای مهندس عزت\u200cالله ضرغامیوزیر محترم میراث فر', 'جناب آقای مهندس رستم قاسمیوزیر محترم راه و شهرسازیجناب آقای مهندس احمد خرمریاست محترم سازمان نظام مه']"
125,124,17,124_غذا_دارو_شانه_سازریاست,"['غذا', 'دارو', 'شانه', 'سازریاست', 'داراییرئیس', 'سازمعاون', 'داروسازان', 'سازمان', 'شماره', 'توانند']","['باسمه تعالی جناب آقای دکتر شانه\u200cسازریاست محترم سازمان غذا و دارو با سلاماحتراماً با عنایت به آیین\u200cنا', 'جناب آقای دکتر شانه\u200cسازمعاون محترم وزیر بهداشت و رئیس سازمان غذا و دارو با عرض سلام و احترامبه اطلاع', 'جناب آقای دکتر داراییرئیس محترم سازمان غذا و دارو با سلامبزرگ\u200cترین چالش پیش روی سازمان غذا و دارو و ']"
126,125,17,125_کشاورزی_جهاد_ساداتی_نژادوزیر,"['کشاورزی', 'جهاد', 'ساداتی', 'نژادوزیر', 'خاوازیوزیر', 'نیکبخت', 'ناظر', 'محمدعلی', 'دامداران', 'تعرفه']","['جناب آقای دکتر ساداتی\u200cنژادوزیر محترم جهاد کشاورزی با سلامبدینوسیله اینجانبان جمعی از دامداران،\u200c از و', 'باسمه تعالی جناب آقای کاظم خاوازیوزیر محترم جهاد کشاورزی با سلامچنانچه مستحضرید، جهاد کشاورزی اجازه ', 'جناب آقای دکتر ساداتی نژادوزیر محترم جهاد کشاورزی با سلامهمانگونه که مستحضرید تعرفه های خدمات فنی و ']"
127,126,17,126_عین_الهیوزیر_درمان_بهداشت,"['عین', 'الهیوزیر', 'درمان', 'بهداشت', 'ایرانجناب', 'اللهیوزیر', 'آمو', 'پزش', 'اللهی', 'رئیسیرئیس']","['جناب آقای رئیسی رئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر عین\u200c\u200cالهیوزیر محترم بهداشت، درمان و آمو', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر عین\u200cالهیوزیر محترم بهداشت، درمان و آموزش', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر عین\u200cالهیوزیر محترم بهداشت، درمان و آموزش']"
