,Target,Topics
5135,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامی با سلامبر اساس قانون حالت اشتغال مستخدمین شهید مصوب ۱۳,2
5136,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5137,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل,92
5138,جناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط‌زیستسرکار خانم رفیعیرئیس محترم فراکسیون محیط‌زیست ,71
5139,جناب آقای دکتر رئیسیریاست محترم جمهورجناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیبا سلامجوانان,42
5140,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب سردار,18
5141,جناب آقای دکتر نوریوزیر محترم آموزش و پرورشجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سلام,-1
5142,جناب آقای رئیسی رئیس محترم جمهوری اسلامی ایران با سلامقشر معلولان شنوایی، جسمی، حرکتی و بینایی تحت ف,44
5143,جناب آقای دکتر عین‌الهیوزیر محترم بهداشت، درمان و آموزش پزشکیجناب آقای دکتر عبدالملکیوزیر محترم تعاو,11
5144,جناب آقای بهرام عین‌اللهی وزیر محترم بهداشت، درمان و آموزش پزشکی جمهوری اسلامی ایرانجناب آقای پیرحسی,11
5145,جناب آقای دکتر رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامی,130
5146,جناب آقای دکتر علی سلاجقه رئیس محترم سازمان محیط زیست با سلامیوزپلنگ ایرانی به عنوان سومین گربه‌سان ,25
5147,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای مهندس قاسمیوزیر محترم راه و شهرسازیبا سلاماین,32
5148,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5149,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای سرهنگ امیدواررئیس محترم پلیس راه راهور ناجابا,92
5150,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای قاضی‌زاده هاشمیرئیس محترم بنیاد شهید و ایثارگ,-1
5151,جناب آقای ساداتی‌نژادوزیر محترم جهاد کشاورزیجناب آقای فاطمی امینوزیر محترم صنعت، معدن و تجارت با سلا,86
5152,جناب آقای عین‌اللهی وزیر محترم بهداشت، درمان و آموزش پزشکی با سلام احتراماً به استحضار می‌رساند پرسن,1
5153,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر ساداتی‌نژادوزیر محترم جهاد کشاورزیجناب آ,-1
5154,جناب آقای رئیسی رئیس محترم جمهوری اسلامی ایرانجناب آقای قالیباف رئیس محترم مجلس شورای اسلامی با سلام,42
5155,جناب آقای زارع‌پور وزیر محترم ارتباطات و فناوری اطلاعات سلام علیکمهمانگونه که مستحضر هستید سیاست کلی,17
5156,جناب آقای سجادیوزیر محترم ورزش و جواناندبیر محترم کمیته ملی المپیکرئیس محترم فدراسیون قایقرانی با سل,103
5157,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای محسنی‌اژه‌ایرئیس محترم قوه قضائیهجناب آقای دک,28
5158,جناب آقای بختیاری رئیس محترم کمیته امداداعضای محترم شورای مرکزی کمیته امداد با سلامدرخواست ما امضاکن,-1
5159,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای قادریرئیس محترم سازمان بهزیستی کشوربا سلامهما,92
5160,جناب آقای پورعباسرئیس محترم سازمان سنجش آموزش کشور با سلامبدینوسیله خواهشمند است باتوجه به موارد زیر,-1
5161,جناب آقای دکتر محمدباقر قالیبافریاست محترم مجلس شورای اسلامی با سلاماحتراماً به استحضار می‌رساند در ,98
5162,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل,92
5163,جناب آقای ابراهیمیمدیرعامل محترم بانک سپه با سلامبا توجه به ادغام بانک‌های نظامی در بانک سپه، متأسفا,51
5164,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای محسنی‌اژه‌ایجناب آقای سرلشکر باقریرئیس کل محت,28
5165,جناب آقای نوریوزیر محترم آموزش‌وپرورش با سلامما امضاکنندگان این کارزار، معلمان حق‌التدریسی، خرید خدم,20
5166,جناب آقای دکتر رئیسیرئیس­ جمهور محترمنمایندگان محترم مجلس شورای اسلامی با سلام و احترامبدین‌وسیله جم,70
5167,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیبا سلام هم,42
5168,جناب آقای غلامحسین حسینی‌نیامعاون محترم وزیر تعاون، کار و رفاه اجتماعی و ریاست سازمان آموزش فنی و حر,67
5169,جناب آقای رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای ضرغامیوزیر محترم میراث فرهنگی،‌ گردشگری و صن,59
5170,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی مجلس شورای,64
5171,به نام خداجناب آقای دکتر عیسی زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعات؛جناب آقای دکتر محمدعلی زل,-1
5172,جناب آقای وحیدیوزیر محترم کشورجناب آقای مظفریرئیس محترم دیوان عدالت اداریجناب آقای جمالی‌نژادرئیس مح,32
5173,جناب آقای مظفریرئیس محترم دیوان عدالت اداری با سلامما امضاکنندگان این کارزار درخواست لغو رأی دیوان ع,-1
5174,حضرت آیت‌الله خامنه‌ایرهبر معظم انقلاب اسلامی ایرانجناب حجت‌الاسلام‌والمسلمین محسنی اژه‌ایرئیس محترم,157
5175,جناب آقای دکتر رئیسیرئیس محترم جمهوری اسلامی ایران با سلام و احتراماینجانبان، جمعی از کارکنان بانک م,44
5176,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای سرلشکر باقریرئیس کل محترم ستاد نیروهای مسلح ن,-1
5177,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریجناب آقای پورعباسرئیس محترم سازمان سنجش آموزش کشور,24
5178,جناب آقای قالیبافریاست محترم مجلس شورای اسلامیجناب آقای قاسمیوزیر محترم راه و شهرسازیبا سلامبر اساس ,32
5179,جناب حجت‌الاسلام والمسلمین منتظریدادستان محترم کل کشور با سلامبا توجه به حادثه فجیع همسرکشی در شهر ا,-1
5180,نمایندگان محترم مجلس شورای اسلامیبا سلام و درودپیرو نطق‌ها و دفاعیات ارزشمند جناب آقای راستینه، نمای,56
5181,جناب آقای دکتر عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعی با سلامهمانطور که همه می‌دانیم قشر عظیم,26
5182,شهیندخت مولاوردی، معاون امور زنان حسن‌ روحانی که سابقه حواشی زیادی از جمله انتشار مطلب حمایت از همجن,-1
5183,سرکار خانم خزعلیمعاون محترم رئیس‌جمهور در امور زنان و خانواده با سلاممطالعات مختلف و فراوان نشان داد,89
5184,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط‌زیستسرکار ,84
5185,جناب حجت‌الاسلام‌والمسلمین محسنی اژه‌ایریاست محترم قوه قضائیه با سلام«اگر قرار است دانشجویی علم حقوق,21
5186,رئیس محترم سازمان محیط زیستجناب آقای سلاجقهاستاندار محترم البرزجناب آقای عبداللهیاستاندار محترم قزوی,-1
5187,جناب آقای دکترغلامحسین حسینی‌نیامعاون محترم وزیر تعاون، کار و رفاه اجتماعی و ریاست سازمان آموزش فنی ,67
5188,جناب آقای قاسمیوزیر محترم راه و شهرسازی با سلام ما امضاکنندگان این کارزار تقاضا داریم درصد بهره وام‌,20
5189,جناب آقای محسنی اژه‌ایرئیس محترم قوه قضائیه با سلامبا توجه به رویداد تلخ اخیر و به شهادت رسیدن یکی ا,-1
5190,به نام خدا هموطنان گرامیبرای حمایت از جناب آقای امیر حسین ثابتی در راستای تقویت برنامه‌ها و انجام گف,-1
5191,جناب آقای نوریوزیر محترم آموزش و پرورشنمایندگان محترم مجلس شورای اسلامی با عرض سلام و ادب و احترامبس,47
5192,جناب آقای رضاییرئیس محترم کمیسیون عمران مجلس شورای اسلامیبا سلامبر اساس پیش‌نویس قانون نظام مهندسی، ,2
5193,جناب آقای رئیسیرئیس محترم جمهوری اسلامیجناب آقای دکتر نوریوزیر محترم آموزش و پرورشبا سلامبا توجه به ,32
5194,جناب آقای حجت‌الاسلام‌والمسلمین محسنی اژه‌ایریاست محترم قوه قضائیه با سلامهمان‌طور که مستحضرید در سا,-1
5195,جناب آقای رئیسیرئیس‌جمهور محترم ایرانجناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریجناب آقای رست,60
5196,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای نوریوزیر محترم آموزش و پرورشجناب آقای منادی‌س,32
5197,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریجناب آقای پورعباسرئیس محترم سازمان سنجش آموزش کشور,24
5198,جناب آقای دکتر طرانچیرئیس محترم دانشگاه آزاد اسلامیجناب آقای دکتر خوشدلمدیریت محترم دانشگاه آزاد اسل,135
5199,جناب آقای سیدابراهیم رئیسیرئیس محترم جمهوری اسلامی ایران جناب آقای محمدباقر قالیبافریاست محترم مجلس ,-1
5200,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5201,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سل,92
5202,جناب آقای دکتر داراییرئیس محترم سازمان غذا و داروی کشوربا سلاماینجانبان جمعی از داروسازان و داروخانه,124
5203,جناب آقای دکتر طهرانچیرئیس محترم دانشگاه آزاد اسلامی با سلامهمان‌طور که مستحضرید جوانان ایرانی، برای,39
5204,از خدا خواهیم توفیق ادببی‌ادب محروم ماند از لطف رب  جناب آقای جبلیریاست محترم سازمان صدا و سیما با س,54
5205,جناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامیجناب حجت‌الاسلام‌والمسلمین محسنی اژه‌ایریاست محتر,-1
5206,جناب آقای زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای موسویمدیرعامل محترم سازمان تأمین اجت,127
5207,جناب آقای جنتیرئیس محترم شورای نگهبان همانطور که مستحضرید قانون اساسی جمهوری اسلامی ایران دارای ۱۷۷ ,-1
5208,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلام از ابتدای سال جاری اخباری مبتنی بر انتشار دفترچ,44
5209,جناب آقای دکتر عین‌الهیوزیر محترم بهداشت، درمان و آموزش پزشکیبا سلامباتوجه به بالا رفتن آمار ابتلا ب,1
5210,جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر زلفی‌گلوزیر محترم علوم، تحقیقات و ف,60
5211,جناب آقای نوریوزیر محترم آموزش‌ و پرورشجناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوری با سلام ما,24
5212,جناب آقای دکتر رئیسیرئیس مجمهور محترم کشورجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای سلا,-1
5213,جناب آقای قالیبافریاست محترم مجلس شورای اسلامی با عرض سلامبا توجه به سابقه تاریخی حضور گربه‌ها، این ,2
5214,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای اسماعیلیوزیر محترم فرهنگ و ارشاد اسلامی با سل,88
5215,جناب آقای وحیدیوزیر محترم کشورجناب آقای ساداتی‌نژادوزیر محترم جهاد کشاورزیجناب آقای ‌امیرعبداللهیانو,55
5216,حضرت آیت‌الله العظمی خامنه‌ای رهبر معظم انقلاب اسلامی با سلاممستحضرید که انحصار مافیائی خودرو در سال,133
5217,جناب حجت الاسلام والمسلمین اژه‌ایرئیس محترم قوه‌قضاییه با سلام و احترامما خانواده‌ جانباختگان بیماری,21
5218,جناب آقای حجت‌الاسلام دکتر غلامحسین محسنی اژه‌ایریاست محترم قوه قضائیه با عرض سلام و ادب و صلوات بر ,21
5219,جناب آقای دکتر سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایران با سلام و عرض ادبآمارگیران مرکز آمار,14
5220,جناب آقای عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکی با سلامحضور وزیر بهداشت می‌رساند با توجه ب,1
5221,جناب آقای سردار هادیانفرفرمانده محترم راهور کشورجناب آقای جمالی‌نژاد رئیس محترم سازمان شهرداری‌ها و ,156
5222,جناب آقای رئیسی ریاست محترم جمهوری اسلامی ایرانجناب آقای قاسمی وزیر محترم راه و شهرسازی با سلام و اح,132
5223,جناب آقای ابراهیم رئیسی ریاست محترم جمهوری اسلامی ایرانجناب آقای نوریوزیر محترم آموزش‌وپرورشنمایندگا,-1
5224,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قاضی‌زاده هاشمیرئیس محترم بنیاد شهید و امور ا,-1
5225,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایران با سلاممردم از مسئولین این مطالبه را دارند که نسبت به ,44
5226,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر خاندوزیوزیر محترم امور اقتصادی و داراییج,161
5227,جناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط‌زیستبا سلام تقاضا می‌شود حیوانات شهری کشورمان را ک,25
5228,رئیس محترم مجلس شورای اسلامیجناب آقای دکتر قالیبافنمایندگان محترم مجلس شورای اسلامی با سلامضمن تشکر ,70
5229,جناب آقای دکتر عین‌الهیوزیر محترم بهداشت، درمان و آموزش پزشکیبا سلاماز آنجایی‌که ابتلا به پاتوژن پنو,1
5230,جناب آقای نوری‌وزیر محترم آموزش‌وپرورش با عرض سلام و خسته نباشیدما سربازمعلمان بعد از سال ۹۲ چه فرقی,6
5231,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای وحیدیوزیر محترم کشورجناب آقای سلاجقهرئیس محتر,32
5232,جناب آقای رئیسی رئیس جمهور محترمجناب آقای عین‌اللهی وزیر محترم بهداشت با عرض سلام و وقت به‌خیر همان ,-1
5233,جناب آقای مهندس عزت‌الله ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستیجناب آقای دکتر وحیدیوزیر,59
5234,جناب آقای دکتر عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکیبا سلاماینجانبان، امضاکنندگان این کارز,1
5235,جناب آقای دکتر رضاییمدیرعامل محترم صندوق کارآفرینی امید کشوربا سلاممردم شریف ایران شایسته بهره‌مندی ,-1
5236,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزش,60
5237,جناب حجت‌الاسلام‌والمسلمین محسنی اژه‌ایریاست محترم قوه قضائیهجناب آقای دکتر کوشاریاست محترم اتحادیه ,28
5238,جناب آقای دکتر سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر قالیبافریاست ,142
5239,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای محرابیانوزیر محترم نیروبا سلاماین‌جانبان، جمع,91
5240,جناب آقای دکتر آقامیریریاست محترم دانشگاه آزاد اسلامی استان تهران با سلام و احترامبه استحضار آن مقام,-1
5241,جناب حجت‌الاسلام‌والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای سید محمدصادق ام,68
5242,جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامی جناب آقای مهندس اوجیوزیر محترم نفتبا سلاماینجانبا,32
5243,جناب آقای دکتر زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعاتبا سلامباتوجه به مشکلات فراوانی که فیلتری,17
5244,جناب آقای دکتر رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای سلاجقهریاست محترم سازمان حفاظت محیط‌زیس,84
5245,جناب آقای عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکی سلام و عرض ادبما امضاکنندگان این کارزار در,1
5246,جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی ,67
5247,جناب آقای محمدی‌بخشمعاون محترم وزیر راه و شهرسازی و رئیس سازمان هواپیمایی کشوری با سلام و احترامبا ع,-1
5248,جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر سلاجقهرئیس محترم سازمان محافظت محیط,84
5249,جناب آقای رئیسیرئیس محترم ستاد مبارزه با کروناجناب آقای دکتر نوریوزیر محترم آموزش و پرورشبا سلامبا ت,32
5250,جناب آقای دکتر نوریوزیر محترم آموزش و پرورشجناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سلام,-1
5251,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرییس محترم مجلس شورای اسلامیجناب آقای ,18
5252,جناب آقای مهندس قاسمیوزیر محترم راه و شهرسازیبا سلاماینجانبان امضاکنندگان این کارزار، از اعضای سازما,-1
5253,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیشهرداری‌ها و شوراهای شهر سراسر کشور با سلامرانندگان شرک,70
5254,جناب آقای نوریوزیر محترم آموزش‌وپرورش با سلامدر حالی که وزیر بهداشت هم به افزایش آمار کرونا اعتراف م,-1
5255,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5256,جناب آقای دکتر حاتمیرئیس محترم سازمان نظام روانشناسی و مشاوره بازرسان و ناظران محترم سازمان نظام روا,-1
5257,جناب آقای قالیباف رئیس محترم مجلس شورای اسلامی ایرانجناب آقای محسنی اژه‌ایرئیس محترم قوه قضائیهجناب ,28
5258,جناب آقای مهندس اوجیوزیر محترم نفت جناب آقای مهندس حسنوندرئیس محترم کمیسیون انرژی مجلس شورای اسلامیب,-1
5259,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر زلفی‌گلوزیر محترم علوم، تحقیقات و فناوری,60
5260,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس شورای اسلامیبا سلامسال‌هاست که نیر,70
5261,جناب آقای رئیسی رئیس محترم جمهوری اسلامی ایرانبا سلامباتوجه به وظیفه عقلی و فطری هر فرد در جهت محافظ,27
5262,جناب حجت‌الاسلام‌والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محت,166
5263,باسمه‌تعالی  مقام عالی وزارت راه و شهرسازی، جناب آقای رستم قاسمیمعاونت محترم مسکن و ساختمان وزارت را,8
5264,جناب آقای دکتر سجادیوزیر محترم ورزش و جوانانبا سلامهمان طور که استحضار دارید، مجمع انتخاباتی فدراسیو,31
5265,جناب آقای مهندس رستم قاسمیوزیر محترم راه و شهرسازی با سلامدرخواست ما امضاکنندگان این کارزار اجرای کا,-1
5266,جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعی با سلامبالغ بر صدهزار نفر نماینده عمومی صنعت,26
5267,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر عین‌الهیوزیر محترم بهداشت، درمان و آموزش,126
5268,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5269,جناب آقای دکتر عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکیبا سلامچند ماهی است که شاهد کاهش پوشش ,1
5270,جناب آقای دکتر فاطمی امینوزیر محترم صنعت، معدن و تجارتبا سلامهمانگونه که مستحضرید شیشه جام و آیینه، ,73
5271,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلامما امضاکنندگان این مکتوب، بنا بر دلایلی که ذیل ن,93
5272,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر اسماعیلیوزیر محترم وزارت فرهنگ و ارشاد ا,88
5273,جناب آقای سجادیوزیر محترم ورزش و جوانانجناب آقای جبلیرئیس محترم سازمان صداوسیما با سلامما امضاکنندگا,103
5274,جناب آقای زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعات با سلامتعداد افراد فاقد صلاحیت و تخصص به اصطل,17
5275,جناب آقای سلاجقهریاست محترم سازمان حفاظت محیط‌زیستسرکار خانم رفیعیریاست محترم فراکسیون محیط‌زیست مجل,71
5276,جناب آقای دکتر رئیسیریاست محترم جمهوری اسلامی ایران جناب آقای دکتر ساداتی‌نژادوزیر محترم جهاد کشاورز,16
5277,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوری با سلامخبر، کوتاه بود و قاطع و تکان‌دهنده؛ دکتر م,7
5278,جناب آقای مهندس خرمرئیس محترم سازمان نظام مهندسی کشور با سلامما به نمایندگی از جامعه مهندسی کشور این,53
5279,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریجناب ,60
5280,جناب آقای رئیسیرئیس محترم ستاد ملی مبارزه با کرونا جناب آقای دکتر زلفی‌گلوزیر محترم علوم، تحقیقات و ,60
5281,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5282,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامی با سلامطبق ماده ۸ و تبصره ۳ و ۴ قانون مصوب بیمه‌نامه ش,2
5283,به نام حق جناب آقای دکتر محمدعلی زلفی‌گلوزیر محترم علوم، تحقیقات و فناوری با سلاممتأسفانه مطلع شدیم ,7
5284,جناب حجت‌الاسلام‌والمسلمین رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای سلاجقهریاست محترم سازمان حف,166
5285,نمایندگان محترم مجلس شورای اسلامیبا سلامبنا به درخواست امضاکنندگان زیر و به‌موجب قانون مستدعی است نس,3
5286,حضرت حجت‌الاسلام‌والمسلمین جناب آقای محسنی اژه‌ایرئیس محترم و معزز قوه قضائیهحجت‌الاسلام‌والمسلمین ج,28
5287,جناب آقای هادیان‌فررئیس محترم پلیس راهنمایی و رانندگی ناجا با سلام و احترامبه خوبی آگاهید که متأسفان,-1
5288,جناب آقای دکتر مالکیرئیس محترم کانون وکلابا سلاماحتراماً حرفه وکالت، حرفه‌ای بسیار سخت است که علاوه ,-1
5289,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای وحیدیوزیر محترم کشورجناب آقای زلفی‌گلوزیر محت,91
5290,جناب آقای نوریوزیر محترم آموزش‌وپرورش با سلام و عرض ادباسامی و مجوزهای این‌جانبان، معلمان حق‌التدریس,6
5291,جناب آقای دکتر رئیسی رئیس جمهور محترم ایران با سلامما جوانان از طریق امضای این کارزار از شما خواهشمن,-1
5292,جناب آقای جبلیرئیس محترم سازمان صدا و سیما با سلامهمانطور که مطلعید، موسیقی از جمله هنرهای اثر بخش د,54
5293,جناب آقای موسویمدیرعامل محترم سازمان تأمین اجتماعیبا سلاماین‌جانبان، جمعی از مستمری‌بگیران تأمین اجت,33
5294,جناب آقای رئیسیرئیس جمهور محترم با سلامهمانگونه که مستحضرید، اکثر مردم کشور ما در هر شرایطی پشتیبان ,27
5295,جناب آقای رئیسی ریاست محترم جمهوریجناب آقای قالیباف ریاست محترم مجلس شورای اسلامیجناب آقای اژه‌ای ری,49
5296,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای پورابراهیمیرئیس محترم کمیسیون اقتصادی مجلس شو,64
5297,جناب آقای نوریوزیر محترم آموزش و پرورشجناب آقای حاجی‌باباییرئیس محترم کمیسیون تلفیق بودجه مجلس شورای,64
5298,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریریاست محترم دانشگاه علمی کاربردی کشوربا سلام احترا,7
5299,جناب آقای دکتر مجید صادقیریاست محترم انجمن علمی روان‌پزشکان ایرانبا سلام و احترام اخیراً مرقومه‌ای ا,-1
5300,جناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای دکتر عین‌اللهیوزیر محترم بهداشت درمان و,60
5301,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزش,126
5302,جناب آقای دکتر سعید کریمیمعاون محترم درمان وزارت بهداشت، درمان و آموزش پزشکی با سلام و احترام به است,1
5303,جناب آقای دکتر اسماعیلیوزیر محترم و بزرگوار فرهنگ و ارشاد اسلامیجناب آقای دکتر خلیلیاناستاندار محترم,88
5304,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5305,جناب آقای اسلام‌پناهرئیس محترم سازمان ملی استاندارد با سلامهمان طور که مستحضرید در تصادف زنجیره‌ای ب,-1
5306,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
5307,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلاممردم شریف ایران شایسته بهره‌مندی از والاترین شرا,44
5308,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامی با سلامخب,42
5309,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوری با سلامدر روزهای گذشته شاهد دستور مستقیم رئیس‌جمه,7
5310,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس شورای اسلامی با سلامبا استناد به ا,70
5311,جناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامی با سلامدر لایحه بودجه سال ۱۴۰۱ دولت، محاسبه حقوق,2
5312,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس شورای اسلامیاعضای محترم شورای محتر,70
5313,حضرت آیت‌الله‌العظمی خامنه‌ای مقام معظم رهبری (مدظله‌العالی)حضرت آیت‌الله سید ابراهیم رئیسی ریاست مح,157
5314,جناب آقای دکتر عین‌اللهیوزیر محترم بهداشت، درمان و آموزش پزشکی سلام علیکماحتراماً همان‌ گونه که مستح,1
5315,جناب آقای طهرانچیرئیس محترم دانشگاه آزاد اسلامیبا سلام و احترام متأسفانه اخیراً شاهد افزایش شدید شهر,-1
5316,جناب آقای سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای محمدباقر قالیبافرئیس محترم مجلس ,142
5317,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس شورای اسلامی با سلامما مربیان امرو,70
5318,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامی سلام علیکمبا عنایت به وجود چندین پست سخت و زیان‌آور و ,2
5319,جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای موسویمدیرعامل محترم سازمان تأمین اج,67
5320,جناب آقای دکتر زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریبا سلامهمان طور که مستحضرید دانشگاه فنی‌وحرفه,7
5321,جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای محسنی‌اژه‌ای رئیس محترم قوه قضائیه با سلاماین,28
5322,جناب آقای دکتر خلیلیان استاندار محترم خوزستانجناب آقای دکتر سرمستسرپرست محترم دانشگاه علوم پزشکی جند,128
